run_id,completed,predicates,total_clusters,avg_cluster_size,biggest_cluster_size,biggest_cluster,total_donors,donor_type,total_run_time,settings_file,donor_cluster_ratio
75,01:38.9,"(SimplePredicate: (commonTwoTokens, name), SimplePredicate: (commonTwoTokens, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.4, zip)) (ExistsPredicate: (Exists, state), SimplePredicate: (commonIntegerPredicate, name)) (LevenshteinCanopyPredicate: (1, state), SimplePredicate: (commonThreeTokens, name)) (SimplePredicate: (fingerprint, name), TfidfNGramCanopyPredicate: (0.8, street))",19475,2.222490372,15,elizabeth shollenberger:59590,226790,IND,276.0313852,dedupe_extension/settings_IND_2,11.64518614
76,14:55.2,"(LevenshteinCanopyPredicate: (1, name), SimplePredicate: (sortedAcronym, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.6, state)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.8, street)) (SimplePredicate: (hundredIntegersOddPredicate, name), TfidfTextCanopyPredicate: (0.6, name)) (TfidfNGramCanopyPredicate: (0.6, street), TfidfNGramCanopyPredicate: (0.8, name))",17984,2.207962633,12,andrew roffe:7608,226790,IND,796.2391651,dedupe_extension/settings_IND_3,12.61065391
77,23:41.3,"(SimplePredicate: (doubleMetaphone, name), SimplePredicate: (oneGramFingerprint, zip)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.6, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.8, name))",21237,2.280689363,17,andrew roffe:7606,226790,IND,526.132282,dedupe_extension/settings_IND_4,10.67900363
78,25:18.8,"(LevenshteinCanopyPredicate: (1, name), SimplePredicate: (sameThreeCharStartPredicate, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.6, zip)) (SimplePredicate: (commonSixGram, zip), SimplePredicate: (fingerprint, name))",32247,2.324929451,33,joni yoswein:149927,317552,IND,49.99698114,dedupe_extension/settings_IND_0,9.847489689
79,44:37.8,"(LevenshteinCanopyPredicate: (2, name), LevenshteinCanopyPredicate: (3, street)) (SimplePredicate: (commonTwoTokens, city), SimplePredicate: (commonTwoTokens, name)) (SimplePredicate: (suffixArray, street), TfidfTextCanopyPredicate: (0.8, name)) (SimplePredicate: (commonTwoTokens, name), TfidfNGramCanopyPredicate: (0.8, name)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.8, street)) (SimplePredicate: (commonThreeTokens, name), SimplePredicate: (oneGramFingerprint, state)) (LevenshteinCanopyPredicate: (2, name), SimplePredicate: (doubleMetaphone, street))",32185,2.303526487,30,robert wadams:261375,317552,IND,4759.044797,dedupe_extension/settings_IND_1,9.866459531
80,54:07.6,"(SimplePredicate: (commonTwoTokens, name), SimplePredicate: (commonTwoTokens, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.4, zip)) (ExistsPredicate: (Exists, state), SimplePredicate: (commonIntegerPredicate, name)) (LevenshteinCanopyPredicate: (1, state), SimplePredicate: (commonThreeTokens, name)) (SimplePredicate: (fingerprint, name), TfidfNGramCanopyPredicate: (0.8, street))",31403,2.275674299,31,joni yoswein:149928,317552,IND,569.7937438,dedupe_extension/settings_IND_2,10.11215489
81,20:32.6,"(LevenshteinCanopyPredicate: (1, name), SimplePredicate: (sortedAcronym, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.6, state)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.8, street)) (SimplePredicate: (hundredIntegersOddPredicate, name), TfidfTextCanopyPredicate: (0.6, name)) (TfidfNGramCanopyPredicate: (0.6, street), TfidfNGramCanopyPredicate: (0.8, name))",29184,2.261821546,16,brian rusk:31043,317552,IND,1584.933101,dedupe_extension/settings_IND_3,10.8810307
82,37:27.9,"(SimplePredicate: (doubleMetaphone, name), SimplePredicate: (oneGramFingerprint, zip)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.6, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.8, name))",34111,2.356424614,34,joni yosewin:149923,317552,IND,1015.337579,dedupe_extension/settings_IND_4,9.309372343
83,39:44.4,"(LevenshteinCanopyPredicate: (1, name), SimplePredicate: (sameThreeCharStartPredicate, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.6, zip)) (SimplePredicate: (commonSixGram, zip), SimplePredicate: (fingerprint, name))",43973,2.373638369,29,lloyd douglas:232896,402157,IND,66.54107094,dedupe_extension/settings_IND_0,9.145543856
84,30:12.6,"(LevenshteinCanopyPredicate: (2, name), LevenshteinCanopyPredicate: (3, street)) (SimplePredicate: (commonTwoTokens, city), SimplePredicate: (commonTwoTokens, name)) (SimplePredicate: (suffixArray, street), TfidfTextCanopyPredicate: (0.8, name)) (SimplePredicate: (commonTwoTokens, name), TfidfNGramCanopyPredicate: (0.8, name)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.8, street)) (SimplePredicate: (commonThreeTokens, name), SimplePredicate: (oneGramFingerprint, state)) (LevenshteinCanopyPredicate: (2, name), SimplePredicate: (doubleMetaphone, street))",44313,2.352063728,64,michael rowbotham:272576,402157,IND,6628.24297,dedupe_extension/settings_IND_1,9.075372915
85,46:05.9,"(SimplePredicate: (commonTwoTokens, name), SimplePredicate: (commonTwoTokens, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.4, zip)) (ExistsPredicate: (Exists, state), SimplePredicate: (commonIntegerPredicate, name)) (LevenshteinCanopyPredicate: (1, state), SimplePredicate: (commonThreeTokens, name)) (SimplePredicate: (fingerprint, name), TfidfNGramCanopyPredicate: (0.8, street))",42972,2.320604114,29,andrew roffe:13535,402157,IND,953.2356958,dedupe_extension/settings_IND_2,9.358582333
86,27:15.3,"(LevenshteinCanopyPredicate: (1, name), SimplePredicate: (sortedAcronym, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.6, state)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.8, street)) (SimplePredicate: (hundredIntegersOddPredicate, name), TfidfTextCanopyPredicate: (0.6, name)) (TfidfNGramCanopyPredicate: (0.6, street), TfidfNGramCanopyPredicate: (0.8, name))",40183,2.300400667,20,brian meara:38940,402157,IND,2469.316157,dedupe_extension/settings_IND_3,10.00813777
87,54:52.3,"(SimplePredicate: (doubleMetaphone, name), SimplePredicate: (oneGramFingerprint, zip)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.6, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.8, name))",46743,2.410799478,32,lloyd douglas:232896,402157,IND,1657.04726,dedupe_extension/settings_IND_4,8.603577006
88,57:39.9,"(LevenshteinCanopyPredicate: (1, name), SimplePredicate: (sameThreeCharStartPredicate, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.6, zip)) (SimplePredicate: (commonSixGram, zip), SimplePredicate: (fingerprint, name))",55966,2.417825108,48,lloyd douglas:278948,480824,IND,73.17963099,dedupe_extension/settings_IND_0,8.591359039
89,57:07.5,"(LevenshteinCanopyPredicate: (2, name), LevenshteinCanopyPredicate: (3, street)) (SimplePredicate: (commonTwoTokens, city), SimplePredicate: (commonTwoTokens, name)) (SimplePredicate: (suffixArray, street), TfidfTextCanopyPredicate: (0.8, name)) (SimplePredicate: (commonTwoTokens, name), TfidfNGramCanopyPredicate: (0.8, name)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.8, street)) (SimplePredicate: (commonThreeTokens, name), SimplePredicate: (oneGramFingerprint, state)) (LevenshteinCanopyPredicate: (2, name), SimplePredicate: (doubleMetaphone, street))",55889,2.390846141,71,michael nagle:324978,480824,IND,7167.644732,dedupe_extension/settings_IND_1,8.60319562
90,14:53.5,"(SimplePredicate: (commonTwoTokens, name), SimplePredicate: (commonTwoTokens, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.4, zip)) (ExistsPredicate: (Exists, state), SimplePredicate: (commonIntegerPredicate, name)) (LevenshteinCanopyPredicate: (1, state), SimplePredicate: (commonThreeTokens, name)) (SimplePredicate: (fingerprint, name), TfidfNGramCanopyPredicate: (0.8, street))",54672,2.355392157,32,joni yoswein:227589,480824,IND,1065.973696,dedupe_extension/settings_IND_2,8.794702956
91,02:54.8,"(LevenshteinCanopyPredicate: (1, name), SimplePredicate: (sortedAcronym, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.6, state)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.8, street)) (SimplePredicate: (hundredIntegersOddPredicate, name), TfidfTextCanopyPredicate: (0.6, name)) (TfidfNGramCanopyPredicate: (0.6, street), TfidfNGramCanopyPredicate: (0.8, name))",51068,2.340408867,20,brian ruck:47485,480824,IND,2881.264937,dedupe_extension/settings_IND_3,9.415367745
92,33:57.6,"(SimplePredicate: (doubleMetaphone, name), SimplePredicate: (oneGramFingerprint, zip)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.6, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.8, name))",58972,2.459896222,52,lloyd douglas:278947,480824,IND,1862.84276,dedupe_extension/settings_IND_4,8.153428746
